Country_name,Country_code,Days,Cost_of _living,Class,Ticket_price
Belize,84,5,12356.3946428571,1,207518
Bermuda,60,5,8258.29285714286,1,224374
Bhutan,64,5,24156.0732142857,1,245788
Bolivia,68,5,7177.50714285714,1,552034
Bosnia and Herzegovina,70,5,6421.04107142857,1,98040
Botswana,72,5,6594.625,1,172946
Bouvet Island,74,5,6828.53928571429,1,254320
Brazil,76,5,21554.9803571429,1,200726
Brunei Darussalam,96,5,6091.43035714286,1,195000
Bulgaria,100,5,8331.88928571429,1,109306
Burkina Faso,854,5,6677.11964285714,1,182148
Cambodia,116,5,8880.14285714286,1,716466
Cameroon,120,5,7696.18571428571,1,184470
Canada,124,5,6940.03214285714,1,207862
Chile,152,5,11694.9232142857,1,200208
China,156,5,8433.55892857143,1,926994
Christmas Island,162,5,7194.18571428571,1,45000
Colombia,170,5,4982.26071428571,1,182320
Congo,178,5,4982.26071428571,1,260494
Costa Rica,188,5,18328.5714285714,1,17716
Curacao,599,5,8354.21964285714,1,200294
Croatia,191,5,11927.0339285714,1,123840
Cuba,192,5,9607.53035714286,1,223550
Cyprus,196,5,7757.56964285714,1,130634
Czech Republic,203,5,10522.8892857143,1,110424
Denmark,208,5,8494.90535714286,1,78260
Djibouti,262,5,14271.6267857143,1,131838
Dominica,212,5,16651.6142857143,1,274684
Dominican Republic,214,5,10746.9928571429,1,203390
Ecuador,218,5,6945.24642857143,1,182234
Egypt,818,5,6508.41607142857,1,96234
El Salvador,222,5,4930.3625,1,197370
Equatorial Guinea,226,5,7372.31071428572,1,163974
Estonia,233,5,11393.4857142857,1,143200
Ethiopia,231,5,9617.7625,1,198918
Fiji,242,5,9224.08928571429,1,140060
Finland,246,5,7334.20714285714,1,95116
France,250,5,12385.9964285714,1,112144
French Polynesia,258,5,12466.1714285714,1,1367056
French Southern Territories,260,5,15462.5964285714,1,138000
Gabon,266,5,11684.2196428571,1,140094
Gambia,270,5,11684.2196428571,1,210528
Georgia,268,5,5275.93392857143,1,117820
Germany,276,5,5275.93392857143,1,111026
Ghana,288,5,11789.5428571429,1,115068
Gibraltar,292,5,7078.2375,1,125044
Greece,300,5,11666.6946428571,1,123840
Guam,316,5,21038.7642857143,1,410908
Guatemala,320,5,17462.6410714286,1,184212
Guernsey,831,5,7662.94642857143,1,141126
Guinea-Bissau,624,5,15006.4071428571,1,180000
Guyana,328,5,8890.20892857143,1,237876
Haiti,332,5,8890.20892857143,1,26574
Honduras,340,5,12260.8035714286,1,81700
Hong Kong,344,5,7349.39821428571,1,164550
Hungary,348,5,14188.9767857143,1,144824
Iceland,352,5,7508.05178571429,1,397062
India,356,5,16136.5482142857,1,0
Indonesia,360,5,4292.23928571429,1,545928
Iran,364,5,5937.43392857143,1,83447
Iraq,368,5,6234.76607142857,1,67000
Ireland,372,5,6582.36071428571,1,132440
Isle of Man,833,5,12752.8839285714,1,59254
Israel,376,5,12105.3678571429,1,202530
Italy,380,5,14178.6,1,90214
Ivory Coast,225,5,11452.9410714286,1,140982
Jamaica,388,5,9567.02321428572,1,182901
Japan,392,5,8362.24285714286,1,128202
Jersey,832,5,14193.4785714286,1,138267
Jordan,400,5,15148.3589285714,1,146360
Kazakhstan,398,5,8652.24821428571,1,139480
Kenya,404,5,5459.30892857143,1,89433
Kosovo,383,5,6367.75714285714,1,96087
Kuwait,414,5,4919.70714285714,1,150759
Kyrgyzstan,417,5,9087.91428571429,1,137881
Latvia,428,5,4664.34642857143,1,88695
Lebanon,422,5,8958.71785714286,1,160435
Liberia,430,5,12248.1,1,180181
Libyan Arab Jamahiriya,434,5,15992.3517857143,1,120000
Liechtenstein,438,5,9101.16785714286,1,118460
Lithuania,440,5,17231.3303571429,1,124085
Luxembourg,442,5,8056.3625,1,112315
Macao,446,5,14256.1357142857,1,89000
Madagascar,450,5,11808.4053571429,1,571085
Malawi,454,5,5078.125,1,152676
Malaysia,458,5,8546.62321428571,1,272339
Maldives,462,5,6002.12142857143,1,72880
Malta,470,5,10191.4196428571,1,87116
Mayotte,175,5,11480.6607142857,1,394738
Mexico,484,5,14285.0839285714,1,205728
"Moldova, Republic of",498,5,6253.85357142857,1,126064
Monaco,492,5,5672.15357142857,1,108035
Mongolia,496,5,21077.5642857143,1,61222
Montenegro,499,5,6196.75892857143,1,123268
Morocco,504,5,6854.12321428571,1,198760
Myanmar,104,5,5720.85178571429,1,170000
Nepal,524,5,6335.36428571429,1,76000
Netherlands,528,5,4400.19285714286,1,91429
New Caledonia,540,5,13134.5,1,70000
New Zealand,554,5,17183.7428571429,1,668667
Nicaragua,558,5,12223.8321428571,1,262063
Niger,562,5,7107.85892857143,1,145940
Nigeria,566,5,9743.925,1,145940
North Macedonia,807,5,5656.69107142857,1,168695
Norway,578,5,5710.47142857143,1,126518
Oman,512,5,16409.0589285714,1,47220
Pakistan,586,5,8549.34107142857,1,49000
Palau,585,5,3958.00714285714,1,18999
"Palestinian Territory, Occupied",275,5,8387.96964285714,1,163163
Panama,591,5,9134.51785714286,1,187795
Papua New Guinea,598,5,9020.41071428572,1,831685
Paraguay,600,5,13941.1178571429,1,246961
Peru,604,5,5296.72857142857,1,18595
Philippines,608,5,5382.76607142857,1,508026
Poland,616,5,6814.60714285714,1,121809
Portugal,620,5,7717.97678571429,1,112315
Puerto Rico,630,5,8196.67857142857,1,163779
Qatar,634,5,11528,1,38131
Republic Of Congo,242,5,11090.8678571429,1,173001
Romania,642,5,14731.1482142857,1,109809
Russia,643,5,6432.99821428572,1,112871
Rwanda,646,5,6762.80178571429,1,129426
"Saint Helena, Ascension and Tristan da Cunha",654,5,5793.83214285714,1,40000
Saint Vincent and the Grenadines,670,5,11050.0214285714,1,257418
San Marino,674,5,10814.8857142857,1,417250
Saudi Arabia,682,5,11421.5053571429,1,136931
Senegal,686,5,11421.5053571429,1,280528
Serbia,688,5,9250.0125,1,124094
Seychelles,690,5,6496.80357142857,1,179124
Singapore,702,5,11439.7696428571,1,221805
Slovakia,703,5,12623.4285714286,1,89000
Somalia,706,5,8348.23928571429,1,120000
South Africa,710,5,5965.55892857143,1,200394
South Korea,82,5,7802.1875,1,279659
Spain,724,5,12956.2892857143,1,112315
Sri Lanka,144,5,9379.66071428571,1,27816
Sudan,736,5,4806.73928571429,1,75000
Suriname,740,5,7198.19821428571,1,269876
Sweden,752,5,8493.2,1,100479
Switzerland,756,5,12405.0285714286,1,109157
Syrian Arab Republic,760,5,20779.5375,1,117600
Taiwan,158,5,4796.33928571429,1,261890
Tajikistan,762,5,10706.3339285714,1,80000
"Tanzania, United Republic of",834,5,5184.66428571429,1,139656
Thailand,764,5,6151.71607142857,1,203573
Timor-Leste,626,5,7261,1,120000
Trinidad and Tobago,780,5,9891.55178571429,1,315379
Tunisia,788,5,9182.29821428571,1,140202
Turkey,792,5,4757.23214285714,1,124075
Turkmenistan,795,5,5414.29821428571,1,78000
Uganda,800,5,23268.4678571429,1,112334
Ukraine,804,5,6282.125,1,112315
United Arab Emirates,784,5,5519.16964285714,1,337871
United Kingdom,826,5,11050.1607142857,1,108817
United States Of America,840,5,11679.1464285714,1,246961
Uruguay,858,5,12200.6089285714,1,130220
Uzbekistan,860,5,8803.95357142857,1,168755
Vanuatu,548,5,5025.96964285714,1,40000
Venezuela,862,5,13450.7428571429,1,272598
Vietnam,704,5,6684.07142857143,1,198775
Yemen,887,5,5833.02678571429,1,0
Zambia,894,5,8894.89464285714,1,144491
Zimbabwe,716,5,6254.35178571429,1,195599
Afghanistan,4,6,9335.89714285714,2,39400
Aland Islands,248,6,15393.8592857143,2,418010
Albania,8,6,7362.31928571428,2,125201
Algeria,12,6,5891.67642857143,2,101874
Andorra,20,6,12751.71,2,206880
Angola,24,6,15343.1785714286,2,111254
Argentina,32,6,6987.11357142857,2,278260
Armenia,51,6,7322.66571428572,2,97962
Aruba,533,6,16166.835,2,16820
Australia,36,6,15253.3478571429,2,62890
Austria,40,6,15531.135,2,98606
Azerbaijan,31,6,6465.00428571429,2,101659
Bahamas,44,6,17441.0785714286,2,236587
Bahrain,48,6,12176.9078571429,2,57901
Bangladesh,50,6,6188.76214285714,2,179036
Barbados,52,6,17594.9442857143,2,180061
Belarus,112,6,6820.18714285714,2,110818
Belgium,56,6,14827.6735714286,2,118558
Belize,84,6,9909.95142857143,2,142518
Bermuda,60,6,28987.2878571429,2,109374
Bhutan,64,6,8613.00857142857,2,130788
Bolivia,68,6,7705.24928571429,2,337034
Bosnia and Herzegovina,70,6,7913.55,2,83040
Botswana,72,6,8194.24714285714,2,157946
Bouvet Island,74,6,25865.9764285714,2,239320
Brazil,76,6,7309.71642857143,2,185726
Brunei Darussalam,96,6,9998.26714285714,2,180000
Bulgaria,100,6,8012.54357142857,2,94306
Burkina Faso,854,6,10656.1714285714,2,167148
Cambodia,116,6,9235.42285714286,2,701466
Cameroon,120,6,8328.03857142857,2,169470
Canada,124,6,14033.9078571429,2,192862
Chile,152,6,10120.2707142857,2,185208
China,156,6,8633.02285714286,2,911994
Christmas Island,162,6,5978.71285714286,2,30000
Colombia,170,6,5978.71285714286,2,167320
Congo,178,6,21994.2857142857,2,245494
Costa Rica,188,6,10025.0635714286,2,2716
Curacao,599,6,14312.4407142857,2,185294
Croatia,191,6,11529.0364285714,2,108840
Cuba,192,6,9309.08357142857,2,208550
Cyprus,196,6,12627.4671428571,2,115634
Czech Republic,203,6,10193.8864285714,2,95424
Denmark,208,6,17125.9521428571,2,63260
Djibouti,262,6,19981.9371428571,2,116838
Dominica,212,6,12896.3914285714,2,259684
Dominican Republic,214,6,8334.29571428571,2,188390
Ecuador,218,6,7810.09928571429,2,167234
Egypt,818,6,5916.435,2,81234
El Salvador,222,6,8846.77285714286,2,182370
Equatorial Guinea,226,6,13672.1828571429,2,148974
Estonia,233,6,11541.315,2,128200
Ethiopia,231,6,11068.9071428571,2,183918
Fiji,242,6,8801.04857142857,2,125060
Finland,246,6,14863.1957142857,2,80116
France,250,6,14959.4057142857,2,97144
French Polynesia,258,6,18555.1157142857,2,1352056
French Southern Territories,260,6,14021.0635714286,2,123000
Gabon,266,6,14021.0635714286,2,125094
Gambia,270,6,6331.12071428571,2,195528
Georgia,268,6,6331.12071428571,2,102820
Germany,276,6,14147.4514285714,2,96026
Ghana,288,6,8493.885,2,100068
Gibraltar,292,6,14000.0335714286,2,110044
Greece,300,6,25246.5171428571,2,108840
Guam,316,6,20955.1692857143,2,395908
Guatemala,320,6,9195.53571428571,2,169212
Guernsey,831,6,18007.6885714286,2,126126
Guinea-Bissau,624,6,10668.2507142857,2,165000
Guyana,328,6,10668.2507142857,2,222876
Haiti,332,6,14712.9642857143,2,11574
Honduras,340,6,8819.27785714286,2,66700
Hong Kong,344,6,17026.7721428571,2,149550
Hungary,348,6,9009.66214285714,2,129824
Iceland,352,6,19363.8578571429,2,382062
India,356,6,5150.68714285714,2,-15000
Indonesia,360,6,7124.92071428571,2,530928
Iran,364,6,7481.71928571429,2,68447
Iraq,368,6,7898.83285714286,2,52000
Ireland,372,6,15303.4607142857,2,117440
Isle of Man,833,6,14526.4414285714,2,44254
Israel,376,6,17014.32,2,187530
Italy,380,6,13743.5292857143,2,75214
Ivory Coast,225,6,11480.4278571429,2,125982
Jamaica,388,6,10034.6914285714,2,167901
Japan,392,6,17032.1742857143,2,113202
Jersey,832,6,18178.0307142857,2,123267
Jordan,400,6,10382.6978571429,2,131360
Kazakhstan,398,6,6551.17071428572,2,124480
Kenya,404,6,7641.30857142857,2,74433
Kosovo,383,6,5903.64857142857,2,81087
Kuwait,414,6,10905.4971428571,2,135759
Kyrgyzstan,417,6,5597.21571428571,2,122881
Latvia,428,6,10750.4614285714,2,73695
Lebanon,422,6,14697.72,2,145435
Liberia,430,6,19190.8221428571,2,165181
Libyan Arab Jamahiriya,434,6,10921.4014285714,2,105000
Liechtenstein,438,6,20677.5964285714,2,103460
Lithuania,440,6,9667.635,2,109085
Luxembourg,442,6,17107.3628571429,2,97315
Macao,446,6,14170.0864285714,2,74000
Madagascar,450,6,6093.75,2,556085
Malawi,454,6,10255.9478571429,2,137676
Malaysia,458,6,7202.54571428571,2,257339
Maldives,462,6,12229.7035714286,2,57880
Malta,470,6,13776.7928571429,2,72116
Mayotte,175,6,17142.1007142857,2,379738
Mexico,484,6,7504.62428571429,2,190728
"Moldova, Republic of",498,6,6806.58428571429,2,111064
Monaco,492,6,25293.0771428571,2,93035
Mongolia,496,6,7436.11071428571,2,46222
Montenegro,499,6,8224.94785714286,2,108268
Morocco,504,6,6865.02214285714,2,183760
Myanmar,104,6,7602.43714285714,2,155000
Nepal,524,6,5280.23142857143,2,61000
Netherlands,528,6,15761.4,2,76429
New Caledonia,540,6,20620.4914285714,2,55000
New Zealand,554,6,14668.5985714286,2,653667
Nicaragua,558,6,8529.43071428571,2,247063
Niger,562,6,11692.71,2,130940
Nigeria,566,6,6788.02928571429,2,130940
North Macedonia,807,6,6852.56571428571,2,153695
Norway,578,6,19690.8707142857,2,111518
Oman,512,6,10259.2092857143,2,32220
Pakistan,586,6,4749.60857142857,2,34000
Palau,585,6,10065.5635714286,2,3999
"Palestinian Territory, Occupied",275,6,10961.4214285714,2,148163
Panama,591,6,10824.4928571429,2,172795
Papua New Guinea,598,6,16729.3414285714,2,816685
Paraguay,600,6,6356.07428571429,2,231961
Peru,604,6,6459.31928571429,2,3595
Philippines,608,6,8177.52857142857,2,493026
Poland,616,6,9261.57214285714,2,106809
Portugal,620,6,9836.01428571429,2,97315
Puerto Rico,630,6,13833.6,2,148779
Qatar,634,6,13309.0414285714,2,23131
Republic Of Congo,242,6,17677.3778571429,2,158001
Romania,642,6,7719.59785714286,2,94809
Russia,643,6,8115.36214285714,2,97871
Rwanda,646,6,6952.59857142857,2,114426
"Saint Helena, Ascension and Tristan da Cunha",654,6,13260.0257142857,2,25000
Saint Vincent and the Grenadines,670,6,12977.8628571429,2,242418
San Marino,674,6,13705.8064285714,2,402250
Saudi Arabia,682,6,13705.8064285714,2,121931
Senegal,686,6,11100.015,2,265528
Serbia,688,6,7796.16428571429,2,109094
Seychelles,690,6,13727.7235714286,2,164124
Singapore,702,6,15148.1142857143,2,206805
Slovakia,703,6,10017.8871428571,2,74000
Somalia,706,6,7158.67071428571,2,105000
South Africa,710,6,9362.625,2,185394
South Korea,82,6,15547.5471428571,2,264659
Spain,724,6,11255.5928571429,2,97315
Sri Lanka,144,6,5768.08714285714,2,12816
Sudan,736,6,8637.83785714286,2,60000
Suriname,740,6,10191.84,2,254876
Sweden,752,6,14886.0342857143,2,85479
Switzerland,756,6,24935.445,2,94157
Syrian Arab Republic,760,6,5755.60714285714,2,102600
Taiwan,158,6,12847.6007142857,2,246890
Tajikistan,762,6,6221.59714285714,2,65000
"Tanzania, United Republic of",834,6,7382.05928571429,2,124656
Thailand,764,6,8713.2,2,188573
Timor-Leste,626,6,11869.8621428571,2,105000
Trinidad and Tobago,780,6,11018.7578571429,2,300379
Tunisia,788,6,5708.67857142857,2,125202
Turkey,792,6,6497.15785714286,2,109075
Turkmenistan,795,6,27922.1614285714,2,63000
Uganda,800,6,7538.55,2,97334
Ukraine,804,6,6623.00357142857,2,97315
United Arab Emirates,784,6,13260.1928571429,2,322871
United Kingdom,826,6,14014.9757142857,2,93817
United States Of America,840,6,14640.7307142857,2,231961
Uruguay,858,6,10564.7442857143,2,115220
Uzbekistan,860,6,6031.16357142857,2,153755
Vanuatu,548,6,16140.8914285714,2,25000
Venezuela,862,6,8020.88571428572,2,257598
Vietnam,704,6,6999.63214285714,2,183775
Yemen,887,6,10673.8735714286,2,0
Zambia,894,6,7505.22214285714,2,129491
Zimbabwe,716,6,9335.89714285714,2,180599
Afghanistan,4,100,155598.285714286,0,24540
Aland Islands,248,100,256564.321428571,0,38000
Albania,8,100,122705.321428571,0,37154
Algeria,12,100,98194.6071428571,0,38438
Andorra,20,100,212528.5,0,65492
Angola,24,100,255719.642857143,0,45417
Argentina,32,100,116451.892857143,0,62791
Armenia,51,100,122044.428571429,0,32917
Aruba,533,100,269447.25,0,48110
Australia,36,100,254222.464285714,0,36567
Austria,40,100,258852.25,0,48960
Azerbaijan,31,100,107750.071428571,0,24369
Bahamas,44,100,290684.642857143,0,52553
Bahrain,48,100,202948.464285714,0,55378
Bangladesh,50,100,103146.035714286,0,55452
Barbados,52,100,293249.071428571,0,28164
Belarus,112,100,113669.785714286,0,75954
Belgium,56,100,247127.892857143,0,67511
Belize,84,100,165165.857142857,0,87952
Bermuda,60,100,483121.464285714,0,68229
Bhutan,64,100,143550.142857143,0,12000
Bolivia,68,100,128420.821428571,0,171097
Bosnia and Herzegovina,70,100,131892.5,0,103463
Botswana,72,100,136570.785714286,0,95381
Bouvet Island,74,100,431099.607142857,0,1223600
Brazil,76,100,121828.607142857,0,103096
Brunei Darussalam,96,100,166637.785714286,0,101331
Bulgaria,100,100,133542.392857143,0,127832
Burkina Faso,854,100,177602.857142857,0,127835
Cambodia,116,100,153923.714285714,0,74252
Cameroon,120,100,138800.642857143,0,68841
Canada,124,100,233898.464285714,0,92203
Chile,152,100,168671.178571429,0,107167
China,156,100,143883.714285714,0,226004
Christmas Island,162,100,99645.2142857143,0,15000
Colombia,170,100,99645.2142857143,0,91259
Congo,178,100,366571.428571429,0,115320
Costa Rica,188,100,167084.392857143,0,104669
Curacao,599,100,238540.678571429,0,122433
Croatia,191,100,192150.607142857,0,72995
Cuba,192,100,155151.392857143,0,152249
Cyprus,196,100,210457.785714286,0,74746
Czech Republic,203,100,169898.107142857,0,55511
Denmark,208,100,285432.535714286,0,96138
Djibouti,262,100,333032.285714286,0,80372
Dominica,212,100,214939.857142857,0,98248
Dominican Republic,214,100,138904.928571429,0,98248
Ecuador,218,100,130168.321428571,0,63327
Egypt,818,100,98607.25,0,39122
El Salvador,222,100,147446.214285714,0,99059
Equatorial Guinea,226,100,227869.714285714,0,192554
Estonia,233,100,192355.25,0,73952
Ethiopia,231,100,184481.785714286,0,59578
Fiji,242,100,146684.142857143,0,90434
Finland,246,100,247719.928571429,0,69657
France,250,100,249323.428571429,0,64303
French Polynesia,258,100,309251.928571429,0,193133
French Southern Territories,260,100,233684.392857143,0,74553
Gabon,266,100,233684.392857143,0,109193
Gambia,270,100,105518.678571429,0,386945
Georgia,268,100,105518.678571429,0,49220
Germany,276,100,235790.857142857,0,65582
Ghana,288,100,141564.75,0,82580
Gibraltar,292,100,233333.892857143,0,69989
Greece,300,100,420775.285714286,0,77153
Guam,316,100,349252.821428571,0,411822
Guatemala,320,100,153258.928571429,0,111460
Guernsey,831,100,300128.142857143,0,90932
Guinea-Bissau,624,100,177804.178571429,0,141582
Guyana,328,100,177804.178571429,0,116984
Haiti,332,100,245216.071428571,0,88519
Honduras,340,100,146987.964285714,0,87581
Hong Kong,344,100,283779.535714286,0,104082
Hungary,348,100,150161.035714286,0,71105
Iceland,352,100,322730.964285714,0,103878
India,356,100,85844.7857142857,0,0
Indonesia,360,100,118748.678571429,0,99117
Iran,364,100,124695.321428571,0,52602
Iraq,368,100,131647.214285714,0,30629
Ireland,372,100,255057.678571429,0,67045
Isle of Man,833,100,242107.357142857,0,37000
Israel,376,100,283572,0,71926
Italy,380,100,229058.821428571,0,85236
Ivory Coast,225,100,191340.464285714,0,92650
Jamaica,388,100,167244.857142857,0,94475
Japan,392,100,283869.571428571,0,92299
Jersey,832,100,302967.178571429,0,63958
Jordan,400,100,173044.964285714,0,52330
Kazakhstan,398,100,109186.178571429,0,54494
Kenya,404,100,127355.142857143,0,53220
Kosovo,383,100,98394.1428571429,0,75336
Kuwait,414,100,181758.285714286,0,87942
Kyrgyzstan,417,100,93286.9285714286,0,43825
Latvia,428,100,179174.357142857,0,81811
Lebanon,422,100,244962,0,123964
Liberia,430,100,319847.035714286,0,53063
Libyan Arab Jamahiriya,434,100,182023.357142857,0,73088
Liechtenstein,438,100,344626.607142857,0,84767
Lithuania,440,100,161127.25,0,82760
Luxembourg,442,100,285122.714285714,0,77050
Macao,446,100,236168.107142857,0,67973
Madagascar,450,100,101562.5,0,44281
Malawi,454,100,170932.464285714,0,82114
Malaysia,458,100,120042.428571429,0,78226
Maldives,462,100,203828.392857143,0,18090
Malta,470,100,229613.214285714,0,75961
Mayotte,175,100,285701.678571429,0,151915
Mexico,484,100,125077.071428571,0,122361
"Moldova, Republic of",498,100,113443.071428571,0,54565
Monaco,492,100,421551.285714286,0,63954
Mongolia,496,100,123935.178571429,0,414174
Montenegro,499,100,137082.464285714,0,650001
Morocco,504,100,114417.035714286,0,167580
Myanmar,104,100,126707.285714286,0,145700
Nepal,524,100,88003.8571428572,0,26565
Netherlands,528,100,262690,0,66093
New Caledonia,540,100,343674.857142857,0,49000
New Zealand,554,100,244476.642857143,0,155193
Nicaragua,558,100,142157.178571429,0,105709
Niger,562,100,194878.5,0,105179
Nigeria,566,100,113133.821428571,0,108746
North Macedonia,807,100,114209.428571429,0,50884
Norway,578,100,328181.178571429,0,32741
Oman,512,100,170986.821428571,0,44033
Pakistan,586,100,79160.1428571429,0,40681
Palau,585,100,167759.392857143,0,164987
"Palestinian Territory, Occupied",275,100,182690.357142857,0,50629
Panama,591,100,180408.214285714,0,117588
Papua New Guinea,598,100,278822.357142857,0,361452
Paraguay,600,100,105934.571428571,0,163160
Peru,604,100,107655.321428571,0,100844
Philippines,608,100,136292.142857143,0,367360
Poland,616,100,154359.535714286,0,60961
Portugal,620,100,163933.571428571,0,67973
Puerto Rico,630,100,230560,0,41191
Qatar,634,100,221817.357142857,0,27318
Republic Of Congo,242,100,294622.964285714,0,120173
Romania,642,100,128659.964285714,0,56346
Russia,643,100,135256.035714286,0,47201
Rwanda,646,100,115876.642857143,0,68016
"Saint Helena, Ascension and Tristan da Cunha",654,100,221000.428571429,0,20294
Saint Vincent and the Grenadines,670,100,216297.714285714,0,312709
San Marino,674,100,228430.107142857,0,31214
Saudi Arabia,682,100,228430.107142857,0,51388
Senegal,686,100,185000.25,0,111087
Serbia,688,100,129936.071428571,0,86750
Seychelles,690,100,228795.392857143,0,87469
Singapore,702,100,252468.571428571,0,79847
Slovakia,703,100,166964.785714286,0,58907
Somalia,706,100,119311.178571429,0,63722
South Africa,710,100,156043.75,0,56121
South Korea,82,100,259125.785714286,0,89883
Spain,724,100,187593.214285714,0,59779
Sri Lanka,144,100,96134.7857142857,0,23000
Sudan,736,100,143963.964285714,0,56772
Suriname,740,100,169864,0,178819
Sweden,752,100,248100.571428571,0,71233
Switzerland,756,100,415590.75,0,57064
Syrian Arab Republic,760,100,95926.7857142857,0,108926
Taiwan,158,100,214126.678571429,0,77684
Tajikistan,762,100,103693.285714286,0,50818
"Tanzania, United Republic of",834,100,123034.321428571,0,63276
Thailand,764,100,145220,0,58849
Timor-Leste,626,100,197831.035714286,0,82788
Trinidad and Tobago,780,100,183645.964285714,0,85897
Tunisia,788,100,95144.6428571429,0,65573
Turkey,792,100,108285.964285714,0,40501
Turkmenistan,795,100,465369.357142857,0,42222
Uganda,800,100,125642.5,0,65509
Ukraine,804,100,110383.392857143,0,46772
United Arab Emirates,784,100,221003.214285714,0,18722
United Kingdom,826,100,233582.928571429,0,60585
United States Of America,840,100,244012.178571429,0,61922
Uruguay,858,100,176079.071428571,0,79401
Uzbekistan,860,100,100519.392857143,0,61394
Vanuatu,548,100,269014.857142857,0,22000
Venezuela,862,100,133681.428571429,0,171655
Vietnam,704,100,116660.535714286,0,65696
Yemen,887,100,177897.892857143,0,0
Zambia,894,100,125087.035714286,0,91367
Zimbabwe,716,100,155598.285714286,0,90230
Afghanistan,4,60,93358.9714285714,1,54400
Aland Islands,248,60,153938.592857143,1,433010
Albania,8,60,73623.1928571428,1,140201
Algeria,12,60,58916.7642857143,1,116874
Andorra,20,60,127517.1,1,221880
Angola,24,60,153431.785714286,1,16254
Argentina,32,60,69871.1357142857,1,293260
Armenia,51,60,73226.6571428572,1,22962
Aruba,533,60,161668.35,1,31820
Australia,36,60,152533.478571429,1,77890
Austria,40,60,155311.35,1,113606
Azerbaijan,31,60,64650.0428571429,1,116659
Bahamas,44,60,174410.785714286,1,251587
Bahrain,48,60,121769.078571429,1,62901
Bangladesh,50,60,61887.6214285714,1,294036
Barbados,52,60,175949.442857143,1,495061
Belarus,112,60,68201.8714285714,1,125818
Belgium,56,60,148276.735714286,1,133558
Belize,84,60,99099.5142857143,1,207518
Bermuda,60,60,289872.878571429,1,224374
Bhutan,64,60,86130.0857142857,1,245788
Bolivia,68,60,77052.4928571429,1,552034
Bosnia and Herzegovina,70,60,79135.5,1,98040
Botswana,72,60,81942.4714285714,1,172946
Bouvet Island,74,60,258659.764285714,1,254320
Brazil,76,60,73097.1642857143,1,200726
Brunei Darussalam,96,60,99982.6714285714,1,195000
Bulgaria,100,60,80125.4357142857,1,109306
Burkina Faso,854,60,106561.714285714,1,182148
Cambodia,116,60,92354.2285714286,1,716466
Cameroon,120,60,83280.3857142857,1,184470
Canada,124,60,140339.078571429,1,207862
Chile,152,60,101202.707142857,1,200208
China,156,60,86330.2285714286,1,926994
Christmas Island,162,60,59787.1285714286,1,45000
Colombia,170,60,59787.1285714286,1,182320
Congo,178,60,219942.857142857,1,260494
Costa Rica,188,60,100250.635714286,1,17716
Curacao,599,60,143124.407142857,1,200294
Croatia,191,60,115290.364285714,1,123840
Cuba,192,60,93090.8357142857,1,223550
Cyprus,196,60,126274.671428571,1,130634
Czech Republic,203,60,101938.864285714,1,110424
Denmark,208,60,171259.521428571,1,78260
Djibouti,262,60,199819.371428571,1,131838
Dominica,212,60,128963.914285714,1,274684
Dominican Republic,214,60,83342.9571428571,1,203390
Ecuador,218,60,78100.9928571429,1,182234
Egypt,818,60,59164.35,1,96234
El Salvador,222,60,88467.7285714286,1,197370
Equatorial Guinea,226,60,136721.828571429,1,163974
Estonia,233,60,115413.15,1,143200
Ethiopia,231,60,110689.071428571,1,198918
Fiji,242,60,88010.4857142857,1,140060
Finland,246,60,148631.957142857,1,95116
France,250,60,149594.057142857,1,112144
French Polynesia,258,60,185551.157142857,1,1367056
French Southern Territories,260,60,140210.635714286,1,138000
Gabon,266,60,140210.635714286,1,140094
Gambia,270,60,63311.2071428571,1,210528
Georgia,268,60,63311.2071428571,1,117820
Germany,276,60,141474.514285714,1,111026
Ghana,288,60,84938.85,1,115068
Gibraltar,292,60,140000.335714286,1,125044
Greece,300,60,252465.171428571,1,123840
Guam,316,60,209551.692857143,1,410908
Guatemala,320,60,91955.3571428571,1,184212
Guernsey,831,60,180076.885714286,1,141126
Guinea-Bissau,624,60,106682.507142857,1,180000
Guyana,328,60,106682.507142857,1,237876
Haiti,332,60,147129.642857143,1,26574
Honduras,340,60,88192.7785714286,1,81700
Hong Kong,344,60,170267.721428571,1,164550
Hungary,348,60,90096.6214285714,1,144824
Iceland,352,60,193638.578571429,1,397062
India,356,60,51506.8714285714,1,0
Indonesia,360,60,71249.2071428571,1,545928
Iran,364,60,74817.1928571429,1,83447
Iraq,368,60,78988.3285714286,1,67000
Ireland,372,60,153034.607142857,1,132440
Isle of Man,833,60,145264.414285714,1,59254
Israel,376,60,170143.2,1,202530
Italy,380,60,137435.292857143,1,90214
Ivory Coast,225,60,114804.278571429,1,140982
Jamaica,388,60,100346.914285714,1,182901
Japan,392,60,170321.742857143,1,128202
Jersey,832,60,181780.307142857,1,138267
Jordan,400,60,103826.978571429,1,146360
Kazakhstan,398,60,65511.7071428572,1,139480
Kenya,404,60,76413.0857142857,1,89433
Kosovo,383,60,59036.4857142857,1,96087
Kuwait,414,60,109054.971428571,1,150759
Kyrgyzstan,417,60,55972.1571428571,1,137881
Latvia,428,60,107504.614285714,1,88695
Lebanon,422,60,146977.2,1,160435
Liberia,430,60,191908.221428571,1,180181
Libyan Arab Jamahiriya,434,60,109214.014285714,1,120000
